customer_profile_key,age,age_bracket,job,marital_status,education,has_credit_default,has_housing_loan,has_personal_loan
10825,41,36-45,blue-collar,married,basic.4y,unknown,unknown,unknown
10826,35,26-35,services,married,basic.6y,unknown,no,no
10827,43,36-45,blue-collar,divorced,basic.4y,no,unknown,unknown
10828,53,46-55,unemployed,married,basic.9y,unknown,yes,no
10829,39,36-45,admin.,single,professional.course,no,yes,no
10830,55,46-55,self-employed,married,basic.9y,no,yes,yes
10831,46,46-55,blue-collar,married,high.school,no,yes,yes
10832,48,46-55,blue-collar,single,basic.4y,no,no,no
10833,27,26-35,technician,single,professional.course,unknown,yes,no
10834,42,36-45,technician,divorced,basic.6y,no,yes,no
10835,40,36-45,admin.,married,professional.course,no,unknown,unknown
10836,34,26-35,housemaid,married,high.school,unknown,no,no
10837,31,26-35,blue-collar,single,basic.9y,unknown,yes,yes
10838,31,26-35,admin.,married,unknown,no,yes,no
10839,36,36-45,blue-collar,single,professional.course,unknown,yes,no
10840,36,36-45,management,married,basic.9y,no,yes,yes
10841,51,46-55,admin.,divorced,professional.course,no,no,no
10842,35,26-35,services,married,high.school,unknown,yes,yes
10843,58,56-65,services,married,basic.6y,unknown,no,no
10844,25,18-25,student,single,basic.9y,no,no,yes
10845,50,46-55,services,divorced,high.school,no,no,yes
10846,53,46-55,blue-collar,married,professional.course,unknown,no,no
10847,41,36-45,entrepreneur,married,basic.4y,no,no,yes
10848,45,36-45,housemaid,married,basic.6y,no,yes,no
10849,41,36-45,self-employed,married,unknown,unknown,no,no
10850,53,46-55,blue-collar,married,professional.course,unknown,no,yes
10851,48,46-55,technician,single,professional.course,no,yes,no
10852,33,26-35,services,married,professional.course,unknown,yes,no
10853,54,46-55,technician,divorced,university.degree,no,yes,no
10854,46,46-55,services,divorced,basic.9y,no,unknown,unknown
10855,46,46-55,services,divorced,basic.9y,no,yes,no
10856,30,26-35,blue-collar,divorced,high.school,unknown,no,no
10857,39,36-45,blue-collar,divorced,basic.9y,unknown,yes,no
10858,48,46-55,entrepreneur,married,basic.6y,no,no,no
10859,42,36-45,blue-collar,single,basic.9y,no,yes,yes
10860,41,36-45,blue-collar,single,basic.9y,no,yes,yes
10861,45,36-45,unemployed,divorced,high.school,no,no,no
10862,45,36-45,unemployed,divorced,high.school,no,yes,yes
10863,41,36-45,admin.,single,basic.9y,unknown,no,no
10864,37,36-45,housemaid,married,basic.6y,unknown,no,no
10865,38,36-45,blue-collar,single,basic.6y,unknown,no,yes
10866,33,26-35,entrepreneur,married,university.degree,unknown,no,no
10867,46,46-55,services,divorced,basic.9y,no,no,no
10868,57,56-65,entrepreneur,divorced,basic.9y,no,yes,no
10869,20,18-25,blue-collar,single,high.school,no,yes,no
10870,39,36-45,blue-collar,single,basic.6y,unknown,no,no
10871,58,56-65,retired,married,basic.9y,no,no,yes
10872,38,36-45,admin.,married,basic.9y,no,yes,no
10873,39,36-45,blue-collar,single,basic.4y,no,unknown,unknown
10874,39,36-45,blue-collar,single,basic.6y,unknown,yes,no
10875,42,36-45,self-employed,married,university.degree,unknown,unknown,unknown
10876,31,26-35,technician,single,unknown,no,yes,no
10877,54,46-55,management,divorced,university.degree,no,yes,yes
10878,46,46-55,services,single,high.school,unknown,yes,no
10879,27,26-35,admin.,married,high.school,no,no,yes
10880,32,26-35,blue-collar,married,basic.4y,no,yes,yes
10881,33,26-35,entrepreneur,married,university.degree,unknown,yes,no
10882,31,26-35,housemaid,divorced,basic.6y,no,no,yes
10883,51,46-55,entrepreneur,single,basic.9y,no,no,no
10884,49,46-55,admin.,single,basic.6y,unknown,no,no
10885,34,26-35,admin.,unknown,university.degree,no,no,no
10886,47,46-55,blue-collar,single,basic.9y,unknown,no,no
10887,37,36-45,blue-collar,single,professional.course,no,yes,yes
10888,51,46-55,entrepreneur,single,basic.9y,no,no,yes
10889,41,36-45,blue-collar,single,basic.9y,no,no,yes
10890,36,36-45,admin.,single,basic.6y,no,yes,no
10891,38,36-45,blue-collar,unknown,high.school,no,no,no
10892,42,36-45,blue-collar,divorced,high.school,unknown,yes,no
10893,52,46-55,admin.,single,unknown,unknown,yes,no
10894,52,46-55,admin.,single,unknown,unknown,no,no
10895,27,26-35,services,single,high.school,unknown,yes,no
10896,29,26-35,technician,single,professional.course,no,no,yes
10897,40,36-45,blue-collar,married,basic.9y,unknown,yes,yes
10898,37,36-45,housemaid,married,basic.6y,unknown,yes,yes
10899,51,46-55,admin.,divorced,high.school,no,yes,yes
10900,24,18-25,student,single,basic.9y,no,no,no
10901,58,56-65,blue-collar,single,basic.9y,no,yes,no
10902,53,46-55,blue-collar,married,professional.course,unknown,yes,no
10903,27,26-35,technician,single,university.degree,no,yes,yes
10904,51,46-55,entrepreneur,single,basic.9y,no,yes,no
10905,58,56-65,self-employed,married,unknown,unknown,no,no
10906,33,26-35,technician,married,professional.course,unknown,no,no
10907,40,36-45,housemaid,divorced,high.school,no,yes,no
10908,34,26-35,housemaid,married,high.school,unknown,yes,yes
10909,28,26-35,admin.,single,high.school,no,yes,yes
10910,32,26-35,technician,divorced,basic.9y,no,yes,yes
10911,40,36-45,blue-collar,married,unknown,no,yes,no
10912,52,46-55,admin.,single,unknown,unknown,no,yes
10913,46,46-55,management,married,university.degree,unknown,yes,yes
10914,36,36-45,management,single,university.degree,no,yes,yes
10915,33,26-35,entrepreneur,single,high.school,no,yes,yes
10916,33,26-35,entrepreneur,married,basic.9y,no,no,no
10917,41,36-45,admin.,single,university.degree,no,no,yes
10918,37,36-45,self-employed,divorced,university.degree,no,no,no
10919,38,36-45,self-employed,married,basic.9y,no,no,no
10920,41,36-45,blue-collar,married,basic.4y,unknown,no,yes
10921,49,46-55,services,single,high.school,no,no,yes
10922,48,46-55,entrepreneur,single,professional.course,no,yes,no
10923,48,46-55,blue-collar,married,basic.6y,unknown,no,yes
10924,29,26-35,student,single,basic.9y,no,no,no
10925,39,36-45,technician,divorced,professional.course,no,no,yes
10926,46,46-55,services,married,basic.9y,no,no,yes
10927,33,26-35,blue-collar,married,basic.6y,no,yes,yes
10928,34,26-35,blue-collar,married,unknown,no,no,no
10929,42,36-45,blue-collar,single,basic.9y,unknown,yes,no
10930,28,26-35,services,married,basic.9y,unknown,yes,no
10931,34,26-35,management,married,basic.4y,no,no,no
10932,34,26-35,management,married,basic.4y,no,yes,no
10933,36,36-45,blue-collar,married,basic.4y,no,unknown,unknown
10934,30,26-35,entrepreneur,divorced,basic.6y,no,no,yes
10935,37,36-45,blue-collar,single,university.degree,unknown,no,no
10936,24,18-25,services,single,high.school,unknown,yes,no
10937,39,36-45,entrepreneur,married,unknown,no,yes,yes
10938,54,46-55,technician,single,university.degree,no,yes,yes
10939,57,56-65,retired,divorced,high.school,no,yes,yes
10940,54,46-55,technician,single,university.degree,no,yes,no
10941,33,26-35,entrepreneur,single,university.degree,no,no,no
10942,42,36-45,blue-collar,single,basic.9y,unknown,no,no
10943,43,36-45,blue-collar,married,basic.6y,no,yes,yes
10944,34,26-35,management,married,university.degree,unknown,yes,no
10945,47,46-55,technician,divorced,university.degree,unknown,yes,no
10946,50,46-55,services,divorced,basic.9y,no,yes,no
10947,33,26-35,self-employed,divorced,university.degree,no,yes,no
10948,60,56-65,admin.,single,university.degree,no,yes,yes
10949,60,56-65,admin.,single,university.degree,no,no,no
10950,29,26-35,services,married,professional.course,no,yes,yes
10951,29,26-35,services,married,professional.course,no,yes,no
10952,37,36-45,student,single,university.degree,unknown,no,no
10953,34,26-35,admin.,single,unknown,no,yes,no
10954,42,36-45,blue-collar,married,university.degree,unknown,yes,no
10955,28,26-35,admin.,divorced,university.degree,no,yes,no
10956,40,36-45,unemployed,married,professional.course,no,yes,no
10957,39,36-45,blue-collar,divorced,unknown,no,yes,no
10958,45,36-45,blue-collar,divorced,basic.6y,unknown,yes,no
10959,57,56-65,retired,married,basic.6y,no,yes,no
10960,57,56-65,retired,married,basic.6y,no,no,yes
10961,38,36-45,technician,married,university.degree,no,unknown,unknown
10962,41,36-45,management,married,basic.6y,unknown,no,no
10963,31,26-35,services,divorced,high.school,unknown,no,no
10964,51,46-55,services,divorced,basic.6y,no,no,yes
10965,47,46-55,management,married,university.degree,unknown,yes,no
10966,39,36-45,services,single,professional.course,unknown,yes,no
10967,47,46-55,self-employed,married,basic.4y,unknown,no,no
10968,37,36-45,self-employed,married,basic.4y,no,no,no
10969,24,18-25,student,single,university.degree,no,yes,no
10970,41,36-45,blue-collar,married,basic.6y,unknown,yes,yes
10971,26,26-35,blue-collar,single,basic.4y,no,no,yes
10972,35,26-35,blue-collar,married,basic.4y,no,yes,yes
10973,37,36-45,services,married,basic.9y,no,no,yes
10974,35,26-35,services,married,professional.course,no,no,no
10975,32,26-35,admin.,married,high.school,no,no,yes
10976,28,26-35,admin.,single,high.school,unknown,yes,yes
10977,45,36-45,admin.,divorced,basic.9y,unknown,yes,no
10978,23,18-25,student,single,basic.9y,no,yes,yes
10979,38,36-45,blue-collar,single,basic.4y,no,no,yes
10980,26,26-35,admin.,single,basic.9y,unknown,yes,no
10981,38,36-45,unemployed,divorced,high.school,unknown,yes,no
10982,28,26-35,technician,single,basic.9y,no,yes,no
10983,39,36-45,management,married,professional.course,no,yes,no
10984,43,36-45,self-employed,married,professional.course,no,yes,no
10985,51,46-55,management,divorced,university.degree,no,yes,no
10986,43,36-45,management,single,university.degree,no,yes,no
10987,59,56-65,retired,divorced,high.school,unknown,no,no
10988,39,36-45,entrepreneur,married,basic.6y,no,no,no
10989,33,26-35,services,married,basic.9y,no,no,no
10990,37,36-45,blue-collar,single,university.degree,unknown,yes,no
10991,58,56-65,technician,divorced,university.degree,no,no,no
10992,34,26-35,services,married,professional.course,unknown,yes,yes
10993,55,46-55,technician,married,university.degree,no,yes,yes
10994,28,26-35,services,married,basic.9y,unknown,yes,yes
10995,29,26-35,entrepreneur,married,high.school,no,no,no
10996,37,36-45,unemployed,married,basic.6y,no,yes,no
10997,33,26-35,blue-collar,married,professional.course,unknown,no,no
10998,27,26-35,blue-collar,single,high.school,no,no,yes
10999,49,46-55,technician,single,high.school,no,no,yes
11000,30,26-35,entrepreneur,divorced,basic.6y,no,no,no
11001,35,26-35,services,married,professional.course,no,yes,no
11002,40,36-45,admin.,married,basic.9y,no,yes,yes
11003,36,36-45,blue-collar,single,basic.4y,no,no,yes
11004,34,26-35,technician,married,professional.course,no,unknown,unknown
11005,28,26-35,admin.,single,high.school,unknown,no,no
11006,28,26-35,services,married,basic.9y,unknown,no,no
11007,26,26-35,unemployed,married,basic.9y,no,yes,yes
11008,44,36-45,services,married,professional.course,unknown,yes,no
11009,36,36-45,student,single,basic.9y,unknown,yes,no
11010,31,26-35,entrepreneur,single,basic.9y,unknown,no,no
11011,56,56-65,admin.,married,basic.9y,no,no,yes
11012,34,26-35,services,single,high.school,no,yes,yes
11013,26,26-35,admin.,single,basic.9y,unknown,yes,yes
11014,36,36-45,student,single,basic.9y,unknown,yes,yes
11015,47,46-55,admin.,single,basic.9y,no,no,no
11016,42,36-45,admin.,divorced,professional.course,no,no,no
11017,43,36-45,management,single,university.degree,no,unknown,unknown
11018,46,46-55,blue-collar,unknown,unknown,no,no,no
11019,43,36-45,admin.,divorced,high.school,no,yes,yes
11020,39,36-45,admin.,married,basic.6y,no,yes,no
11021,30,26-35,blue-collar,married,basic.4y,no,yes,yes
11022,55,46-55,unemployed,divorced,university.degree,no,no,no
11023,42,36-45,admin.,married,high.school,no,unknown,unknown
11024,41,36-45,services,single,unknown,no,yes,no
11025,36,36-45,blue-collar,married,basic.4y,no,yes,yes
11026,31,26-35,management,divorced,university.degree,no,yes,no
11027,33,26-35,blue-collar,single,basic.4y,no,no,yes
11028,39,36-45,blue-collar,married,basic.9y,unknown,unknown,unknown
11029,35,26-35,management,single,high.school,no,yes,yes
11030,38,36-45,admin.,single,unknown,no,yes,no
11031,34,26-35,management,single,university.degree,no,no,yes
11032,31,26-35,admin.,single,university.degree,unknown,yes,yes
11033,48,46-55,admin.,married,basic.9y,no,no,no
11034,45,36-45,admin.,divorced,professional.course,no,no,yes
11035,36,36-45,admin.,married,basic.9y,no,yes,yes
11036,38,36-45,blue-collar,single,basic.6y,unknown,no,no
11037,45,36-45,technician,married,basic.9y,no,no,yes
11038,28,26-35,student,single,university.degree,no,no,no
11039,60,56-65,management,married,basic.4y,unknown,no,no
11040,32,26-35,housemaid,married,basic.4y,no,yes,yes
11041,57,56-65,retired,single,university.degree,no,no,no
11042,42,36-45,management,divorced,high.school,no,yes,no
11043,49,46-55,blue-collar,single,unknown,unknown,yes,no
11044,34,26-35,blue-collar,married,university.degree,no,no,yes
11045,29,26-35,technician,divorced,professional.course,unknown,yes,no
11046,42,36-45,entrepreneur,married,basic.6y,no,yes,yes
11047,47,46-55,services,single,basic.6y,unknown,no,yes
11048,51,46-55,blue-collar,married,university.degree,no,no,no
11049,24,18-25,blue-collar,single,basic.4y,no,yes,no
11050,33,26-35,blue-collar,single,basic.6y,no,unknown,unknown
11051,47,46-55,blue-collar,married,high.school,no,no,yes
11052,37,36-45,self-employed,single,university.degree,no,no,yes
11053,55,46-55,entrepreneur,divorced,university.degree,unknown,no,no
11054,37,36-45,self-employed,single,university.degree,no,no,no
11055,44,36-45,management,divorced,university.degree,no,unknown,unknown
11056,28,26-35,student,single,university.degree,no,yes,yes
11057,38,36-45,blue-collar,single,unknown,unknown,no,no
11058,57,56-65,services,divorced,unknown,no,no,no
11059,51,46-55,blue-collar,married,university.degree,no,yes,no
11060,40,36-45,services,married,basic.4y,unknown,no,no
11061,23,18-25,student,single,basic.9y,no,no,no
11062,40,36-45,management,single,university.degree,no,yes,no
11063,40,36-45,management,single,university.degree,no,no,yes
11064,35,26-35,services,married,high.school,no,unknown,unknown
11065,35,26-35,admin.,single,high.school,no,unknown,unknown
11066,58,56-65,management,single,university.degree,no,no,no
11067,58,56-65,management,single,university.degree,no,no,yes
11068,43,36-45,services,divorced,professional.course,no,no,no
11069,41,36-45,blue-collar,single,basic.6y,unknown,yes,no
11070,28,26-35,technician,married,high.school,unknown,yes,no
11071,55,46-55,blue-collar,married,unknown,unknown,no,no
11072,26,26-35,blue-collar,single,basic.6y,no,yes,yes
11073,39,36-45,blue-collar,married,high.school,no,no,yes
11074,37,36-45,self-employed,single,basic.9y,no,yes,no
11075,57,56-65,management,married,high.school,no,yes,no
11076,45,36-45,technician,married,basic.9y,no,no,no
11077,52,46-55,retired,divorced,basic.6y,no,no,no
11078,34,26-35,blue-collar,married,university.degree,no,yes,yes
11079,47,46-55,services,married,high.school,no,no,yes
11080,29,26-35,blue-collar,single,basic.4y,unknown,yes,no
11081,30,26-35,self-employed,married,basic.9y,unknown,no,no
11082,34,26-35,self-employed,single,professional.course,no,yes,no
11083,26,26-35,student,single,basic.9y,unknown,yes,no
11084,37,36-45,services,single,professional.course,no,no,no
11085,33,26-35,blue-collar,single,basic.6y,no,yes,no
11086,54,46-55,admin.,divorced,professional.course,no,yes,no
11087,29,26-35,blue-collar,single,basic.4y,no,yes,no
11088,35,26-35,management,married,professional.course,no,no,yes
11089,34,26-35,blue-collar,married,university.degree,no,yes,no
11090,35,26-35,management,married,professional.course,no,unknown,unknown
11091,29,26-35,services,married,basic.9y,no,no,yes
11092,30,26-35,services,divorced,high.school,no,unknown,unknown
11093,37,36-45,blue-collar,married,high.school,unknown,no,yes
11094,46,46-55,services,married,basic.4y,no,yes,no
11095,33,26-35,blue-collar,married,high.school,unknown,no,yes
11096,27,26-35,technician,married,professional.course,no,no,yes
11097,58,56-65,management,single,university.degree,no,yes,no
11098,45,36-45,blue-collar,single,professional.course,no,yes,no
11099,37,36-45,blue-collar,married,basic.4y,no,yes,yes
11100,36,36-45,entrepreneur,divorced,basic.6y,no,yes,no
11101,54,46-55,technician,married,university.degree,unknown,yes,no
11102,37,36-45,unemployed,married,basic.9y,no,yes,yes
11103,47,46-55,blue-collar,married,high.school,no,yes,yes
11104,28,26-35,unemployed,married,basic.9y,no,yes,no
11105,34,26-35,admin.,married,basic.9y,no,unknown,unknown
11106,34,26-35,technician,married,basic.9y,no,yes,yes
11107,53,46-55,self-employed,divorced,basic.4y,no,no,no
11108,29,26-35,entrepreneur,married,basic.4y,unknown,no,no
11109,34,26-35,unemployed,single,high.school,no,yes,no
11110,38,36-45,entrepreneur,single,university.degree,no,yes,no
11111,50,46-55,blue-collar,married,unknown,unknown,yes,yes
11112,27,26-35,services,married,basic.9y,no,yes,yes
11113,44,36-45,admin.,married,basic.9y,no,yes,no
11114,25,18-25,blue-collar,single,high.school,unknown,yes,no
11115,43,36-45,blue-collar,married,basic.4y,unknown,unknown,unknown
11116,35,26-35,management,single,university.degree,no,unknown,unknown
11117,53,46-55,blue-collar,single,basic.4y,unknown,yes,no
11118,42,36-45,services,single,high.school,no,yes,no
11119,29,26-35,admin.,divorced,basic.9y,no,no,no
11120,37,36-45,management,single,basic.9y,no,yes,no
11121,37,36-45,management,single,basic.9y,no,no,no
11122,27,26-35,entrepreneur,married,university.degree,no,no,yes
11123,48,46-55,technician,married,basic.9y,no,yes,no
11124,53,46-55,self-employed,married,basic.4y,unknown,yes,no
11125,45,36-45,technician,unknown,basic.6y,no,no,no
11126,26,26-35,student,single,basic.4y,no,no,yes
11127,36,36-45,blue-collar,divorced,basic.9y,no,yes,no
11128,26,26-35,blue-collar,married,basic.6y,no,yes,no
11129,32,26-35,housemaid,single,basic.9y,no,yes,no
11130,51,46-55,entrepreneur,divorced,university.degree,no,no,no
11131,31,26-35,admin.,divorced,high.school,no,yes,no
11132,55,46-55,blue-collar,divorced,basic.4y,unknown,yes,yes
11133,47,46-55,blue-collar,married,unknown,no,yes,no
11134,51,46-55,entrepreneur,married,professional.course,unknown,no,no
11135,56,56-65,management,married,professional.course,no,yes,no
11136,36,36-45,services,married,basic.6y,unknown,yes,no
11137,34,26-35,blue-collar,single,basic.6y,no,no,no
11138,48,46-55,admin.,divorced,basic.4y,no,yes,no
11139,35,26-35,blue-collar,single,basic.4y,unknown,yes,yes
11140,36,36-45,admin.,single,professional.course,no,yes,no
11141,36,36-45,services,married,university.degree,no,no,no
11142,34,26-35,management,married,basic.9y,no,no,yes
11143,27,26-35,unknown,single,high.school,unknown,yes,yes
11144,34,26-35,services,divorced,basic.9y,no,yes,no
11145,38,36-45,blue-collar,married,professional.course,unknown,no,no
11146,34,26-35,unemployed,married,basic.9y,no,no,no
11147,50,46-55,blue-collar,divorced,basic.6y,no,yes,no
11148,32,26-35,blue-collar,married,basic.9y,unknown,yes,yes
11149,34,26-35,admin.,unknown,university.degree,no,yes,yes
11150,29,26-35,admin.,divorced,high.school,no,yes,yes
11151,27,26-35,entrepreneur,married,university.degree,no,yes,no
11152,32,26-35,admin.,married,basic.6y,no,yes,no
11153,34,26-35,services,divorced,basic.9y,no,no,yes
11154,48,46-55,admin.,divorced,high.school,unknown,no,no
11155,27,26-35,housemaid,married,basic.6y,no,no,no
11156,48,46-55,admin.,divorced,high.school,unknown,yes,yes
11157,49,46-55,entrepreneur,married,basic.6y,unknown,yes,yes
11158,46,46-55,management,married,basic.6y,no,yes,yes
11159,30,26-35,blue-collar,married,basic.4y,no,no,yes
11160,38,36-45,blue-collar,divorced,basic.4y,unknown,no,no
11161,51,46-55,admin.,married,basic.6y,no,no,yes
11162,57,56-65,technician,married,high.school,no,no,yes
11163,50,46-55,admin.,single,basic.9y,unknown,no,yes
11164,29,26-35,entrepreneur,married,basic.4y,unknown,yes,no
11165,53,46-55,admin.,married,high.school,no,yes,yes
11166,27,26-35,unknown,single,high.school,unknown,yes,no
11167,28,26-35,entrepreneur,single,professional.course,no,yes,no
11168,46,46-55,admin.,married,basic.6y,unknown,no,yes
11169,43,36-45,admin.,divorced,basic.9y,no,yes,no
11170,30,26-35,technician,single,basic.9y,no,no,no
11171,30,26-35,technician,single,basic.9y,no,yes,no
11172,34,26-35,blue-collar,single,university.degree,unknown,yes,no
11173,52,46-55,admin.,single,basic.4y,no,no,no
11174,46,46-55,admin.,married,basic.6y,unknown,yes,no
11175,25,18-25,student,single,high.school,unknown,yes,no
11176,49,46-55,blue-collar,single,high.school,no,yes,no
11177,30,26-35,technician,single,basic.9y,no,no,yes
11178,35,26-35,blue-collar,married,basic.4y,no,no,yes
11179,42,36-45,entrepreneur,married,basic.4y,unknown,no,no
11180,56,56-65,services,single,basic.4y,unknown,yes,no
11181,35,26-35,services,married,basic.9y,unknown,no,no
11182,31,26-35,blue-collar,single,basic.6y,unknown,no,no
11183,54,46-55,blue-collar,divorced,unknown,unknown,no,no
11184,37,36-45,housemaid,divorced,basic.9y,unknown,yes,no
11185,49,46-55,blue-collar,single,high.school,no,yes,yes
11186,30,26-35,entrepreneur,married,basic.6y,unknown,yes,no
11187,27,26-35,blue-collar,married,basic.4y,unknown,yes,no
11188,29,26-35,admin.,single,basic.9y,no,yes,no
11189,33,26-35,services,married,basic.9y,no,unknown,unknown
11190,44,36-45,blue-collar,married,high.school,no,unknown,unknown
11191,37,36-45,blue-collar,married,basic.9y,unknown,unknown,unknown
11192,41,36-45,services,single,high.school,unknown,unknown,unknown
11193,23,18-25,services,single,basic.9y,unknown,yes,no
11194,40,36-45,unemployed,single,high.school,unknown,yes,no
11195,29,26-35,student,single,unknown,no,no,no
11196,53,46-55,blue-collar,married,basic.4y,unknown,unknown,unknown
11197,32,26-35,admin.,married,professional.course,no,no,no
11198,47,46-55,admin.,single,high.school,no,yes,no
11199,43,36-45,self-employed,single,university.degree,no,yes,no
11200,41,36-45,entrepreneur,married,basic.9y,no,no,yes
11201,26,26-35,self-employed,married,basic.4y,no,no,no
11202,38,36-45,services,single,basic.6y,no,yes,no
11203,23,18-25,blue-collar,married,basic.6y,unknown,no,no
11204,31,26-35,technician,married,high.school,unknown,yes,no
11205,32,26-35,management,single,professional.course,no,no,no
11206,27,26-35,services,married,high.school,no,yes,yes
11207,36,36-45,services,divorced,basic.9y,no,yes,no
11208,27,26-35,housemaid,single,university.degree,no,yes,no
11209,51,46-55,blue-collar,divorced,high.school,no,yes,yes
11210,45,36-45,admin.,single,high.school,unknown,unknown,unknown
11211,50,46-55,unknown,married,basic.4y,unknown,no,yes
11212,33,26-35,services,married,basic.6y,no,no,no
11213,30,26-35,services,single,basic.6y,no,yes,no
11214,51,46-55,blue-collar,divorced,high.school,no,no,no
11215,43,36-45,blue-collar,married,unknown,no,no,yes
11216,54,46-55,blue-collar,divorced,basic.4y,no,yes,no
11217,40,36-45,services,married,basic.9y,no,yes,yes
11218,38,36-45,services,single,basic.9y,no,no,no
11219,32,26-35,admin.,divorced,university.degree,unknown,yes,no
11220,38,36-45,services,single,basic.9y,no,no,yes
11221,59,56-65,services,divorced,basic.6y,no,yes,no
11222,43,36-45,services,married,basic.6y,no,unknown,unknown
11223,48,46-55,technician,divorced,basic.9y,unknown,yes,no
11224,48,46-55,blue-collar,single,basic.4y,no,yes,no
11225,45,36-45,services,married,basic.6y,no,no,no
11226,29,26-35,blue-collar,married,basic.4y,unknown,no,no
11227,41,36-45,housemaid,married,basic.4y,no,no,no
11228,46,46-55,entrepreneur,married,high.school,no,no,no
11229,26,26-35,services,married,basic.9y,no,no,yes
11230,36,36-45,entrepreneur,single,university.degree,no,yes,yes
11231,38,36-45,entrepreneur,married,unknown,unknown,yes,no
11232,54,46-55,blue-collar,married,basic.6y,no,yes,no
11233,35,26-35,technician,divorced,university.degree,no,yes,no
11234,59,56-65,blue-collar,married,basic.9y,no,yes,yes
11235,24,18-25,student,single,basic.4y,no,yes,no
11236,41,36-45,management,married,high.school,unknown,yes,no
11237,33,26-35,blue-collar,married,high.school,unknown,no,no
11238,38,36-45,entrepreneur,married,unknown,unknown,no,no
11239,57,56-65,retired,divorced,basic.9y,no,yes,no
11240,41,36-45,management,married,high.school,unknown,no,no
11241,38,36-45,student,divorced,unknown,no,no,no
11242,34,26-35,admin.,divorced,professional.course,no,yes,yes
11243,31,26-35,blue-collar,married,high.school,no,yes,yes
11244,32,26-35,entrepreneur,married,high.school,no,unknown,unknown
11245,40,36-45,blue-collar,single,high.school,unknown,no,no
11246,54,46-55,management,divorced,professional.course,no,yes,no
11247,34,26-35,blue-collar,single,basic.9y,no,yes,yes
11248,26,26-35,services,married,basic.9y,no,no,no
11249,21,18-25,services,single,high.school,no,no,no
11250,26,26-35,services,single,university.degree,no,yes,yes
11251,53,46-55,unemployed,married,basic.9y,unknown,no,no
11252,33,26-35,self-employed,single,high.school,no,no,no
11253,33,26-35,self-employed,single,high.school,no,yes,yes
11254,36,36-45,services,single,high.school,unknown,yes,no
11255,33,26-35,self-employed,single,high.school,no,yes,no
11256,43,36-45,technician,married,university.degree,unknown,unknown,unknown
11257,53,46-55,technician,single,professional.course,unknown,no,no
11258,28,26-35,blue-collar,married,basic.4y,no,no,yes
11259,50,46-55,technician,married,basic.6y,unknown,no,no
11260,34,26-35,blue-collar,divorced,basic.9y,unknown,yes,no
11261,35,26-35,blue-collar,unknown,basic.9y,no,no,no
11262,43,36-45,blue-collar,married,basic.4y,no,yes,yes
11263,27,26-35,services,married,high.school,no,no,yes
11264,50,46-55,services,married,university.degree,unknown,no,no
11265,43,36-45,technician,single,university.degree,no,no,yes
11266,26,26-35,services,single,basic.9y,unknown,yes,no
11267,28,26-35,unemployed,married,high.school,unknown,no,no
11268,38,36-45,services,divorced,basic.6y,no,unknown,unknown
11269,35,26-35,services,unknown,high.school,no,no,no
11270,33,26-35,services,married,basic.9y,no,no,yes
11271,33,26-35,technician,divorced,high.school,no,yes,no
11272,56,56-65,blue-collar,divorced,basic.4y,unknown,yes,no
11273,42,36-45,blue-collar,single,basic.6y,no,no,no
11274,49,46-55,blue-collar,married,basic.6y,unknown,no,yes
11275,43,36-45,blue-collar,single,high.school,unknown,yes,no
11276,41,36-45,management,married,university.degree,no,unknown,unknown
11277,31,26-35,unemployed,married,professional.course,no,unknown,unknown
11278,28,26-35,admin.,single,basic.9y,no,no,yes
11279,43,36-45,management,married,basic.6y,unknown,yes,no
11280,59,56-65,housemaid,divorced,basic.6y,unknown,yes,no
11281,37,36-45,technician,single,university.degree,no,no,yes
11282,39,36-45,blue-collar,single,basic.6y,no,yes,no
11283,48,46-55,management,married,basic.9y,no,yes,yes
11284,41,36-45,housemaid,married,basic.6y,no,yes,no
11285,33,26-35,services,married,basic.6y,no,yes,yes
11286,49,46-55,retired,married,basic.4y,unknown,yes,no
11287,49,46-55,retired,married,basic.4y,unknown,no,no
11288,25,18-25,technician,married,university.degree,no,yes,no
11289,31,26-35,blue-collar,single,basic.9y,no,unknown,unknown
11290,28,26-35,technician,divorced,professional.course,no,yes,no
11291,57,56-65,housemaid,married,basic.4y,unknown,yes,no
11292,55,46-55,blue-collar,married,basic.9y,unknown,no,yes
11293,28,26-35,management,married,basic.9y,no,yes,no
11294,41,36-45,blue-collar,married,basic.6y,unknown,no,yes
11295,33,26-35,self-employed,married,basic.9y,no,unknown,unknown
11296,22,18-25,blue-collar,married,basic.9y,no,unknown,unknown
11297,50,46-55,blue-collar,married,basic.9y,unknown,no,yes
11298,27,26-35,blue-collar,married,basic.4y,no,no,no
11299,49,46-55,technician,divorced,professional.course,no,yes,no
11300,35,26-35,blue-collar,single,high.school,no,yes,yes
11301,38,36-45,blue-collar,married,basic.6y,no,no,yes
11302,34,26-35,housemaid,single,high.school,no,no,no
11303,36,36-45,blue-collar,single,university.degree,no,yes,no
11304,27,26-35,services,married,basic.6y,no,no,no
11305,36,36-45,services,divorced,basic.9y,no,no,no
11306,32,26-35,blue-collar,single,professional.course,no,no,no
11307,27,26-35,management,married,university.degree,no,yes,no
11308,38,36-45,services,divorced,basic.6y,no,yes,no
11309,47,46-55,blue-collar,divorced,basic.4y,unknown,no,no
11310,59,56-65,admin.,divorced,university.degree,unknown,unknown,unknown
